name,number,type,address,city,state,zip,lat,lng
QOKR,3335,STATION,7153 S. JOHN YOUNG PARKWAY,ORLANDO,FL,32809,28.4625174,-81.4193991
QCTP,3336,STATION,5025 W. KNOLLWOOD ST.,TAMPA,FL,33634,28.007965,-82.461594
QSTP,3337,STATION,1950  102ND AVE NORTH,SAINT PETERSBURG,FL,33716,27.8648062,-82.6511396
QPMB,3338,STATION,7358 7TH PLACE NORTH,WEST PALM BEACH,FL,33411,26.6872363,-80.1639645
QNFT,3339,STATION,1880 ORTIZ AVENUE,FORT MYERS,FL,33905,26.6647548,-81.8122905
QFTM,3341,STATION,14001 JETPORT LOOP,FORT MYERS,FL,33913,26.53908285,-81.7878358
QBDT,3342,STATION,11915 31ST TERRACE EAST,PALMETTO,FL,34221,27.6220212,-82.534021
QKEN,3343,STATION,27200 SW 127TH AVE,HOMESTEAD,FL,33032,25.5123944,-80.3987434
QTAM,3346,STATION,8411 FLORIDA MINING BOULEVARD,TAMPA,FL,33634,28.0268881,-82.531934
QSND,3347,STATION,451 MONROE ROAD,SANFORD,FL,32771,28.8004747,-81.3227111
QDAV,3348,STATION,5000 NORTH RIDGE TRAIL,DAVENPORT,FL,33897,28.2355199,-81.6589093
QWPL,3349,STATION,5731 PREMIER PARK DRIVE,WEST PALM BEACH,FL,33407,26.76232726,-80.12638023
QBIR,3350,STATION,4901 ALTON COURT,BIRMINGHAM,AL,35210,33.5527304,-86.6589045
QEBI,3352,STATION,3200 RODEO COURT,BESSEMER,AL,35022,33.3953083,-86.9231099
QTUS,3354,STATION,3606 FOSTERS INDUSTRIAL DRIVE,TUSCALOOSA,AL,35401,33.1813935,-87.6009653
QHUN,3357,STATION,510 PRODUCTION AVENUE,MADISON,AL,35758,34.67191185,-86.78356393
QSHU,3358,STATION,9324 MADISON BOULEVARD,MADISON,AL,35758,34.67113521,-86.76590231
QAUX,3359,ANNEX,2902 GUN CLUB RD,AUGUSTA,GA,30907,33.5236556,-82.0309279
QTAF,3360,ANNEX,501 GILLS DR,ORLANDO,FL,32824,28.4419115,-81.3842762
QMTG,3361,STATION,7910 BILL JOSEPH PARKWAY,MONTGOMERY,AL,36105,32.264595,-86.372831
QANN,3362,STATION,35 FISH HATCHERY LANE,EASTABOGA,AL,36260,33.6048817,-86.0056194
QDOT,3363,STATION,4674 WESTGATE PARKWAY,DOTHAN,AL,36303,31.27135975,-85.38748024
QEVE,3364,STATION,124 FAIRVIEW COMMONS DRIVE,EVERGREEN,AL,36401,31.4341907,-86.9545924
QKNX,3365,ANNEX,3700 MIDDLEBROOK PIKE,KNOXVILLE,TN,37921,35.962068,-83.969664
QMOB,3366,STATION,6752 TRIPPEL ROAD,THEODORE,AL,36582,30.5577719,-88.2111181
QSHV,3367,ANNEX,4325 EXECUTIVE DRIVE,SOUTHAVEN,MS,38672,34.9241294,-90.0002914
QEBX,3368,SUBSTATION,1401 GADSDEN HIGHWAY,BIRMINGHAM,AL,35235,33.59566573,-86.64637136
QENX,3369,ANNEX,1050 RICHARD PETTY WAY,LEBANON,TN,37090,36.041794,-86.3942702
QEMU,3370,STATION,3161 ELAM FARMS PARKWAY,MURFREESBORO,TN,37127,35.79052497,-86.36642462
QNAL,3372,STATION,3301 KNIGHT ROAD,NASHVILLE,TN,37207,36.232112,-86.803803
QCHT,3373,STATION,3021 ALTON PARK BLVD,CHATTANOOGA,TN,37410,35.02066302,-85.3137396
QECH,3374,STATION,5076 SUMMIT SPRING WAY,OOLTEWAH,TN,37363,35.0741543,-85.1034321
QKOD,3375,STATION,3774 SNYDER ROAD,KODAK,TN,37764,35.9953749,-83.6102302
QJOH,3376,STATION,2200 TRI-CITIES CROSSING,KINGSPORT,TN,37663,36.457533,-82.535703
QKNO,3379,STATION,2560 BERTELKAMP LANE,KNOXVILLE,TN,37931,35.9590989,-84.1444252
QMEM,3381,STATION,555 COMPRESS DRIVE,MEMPHIS,TN,38106,35.08286886,-90.04458533
QENA,3382,STATION,100 FEDEX WAY,MOUNT JULIET,TN,37122,36.200055,-86.5186054
QJAC,3383,STATION,7 AMERICAN WOODMARK DRIVE,HUMBOLDT,TN,38343,35.82485,-88.9370466
QLAW,3384,STATION,20 COMMERCE WAY,ETHRIDGE,TN,38456,35.2970055,-87.3091459
QCOO,3385,STATION,1780 TENNTEX DRIVE,COOKEVILLE,TN,38506,36.1287291,-85.4735715
QOLL,3386,STATION,8505 NAIL ROAD,OLIVE BRANCH,MS,38654,34.94153078,-89.8379785
QGRM,3387,STATION,4483 HWY 82 WEST,LELAND,MS,38756,33.3993444,-90.9259864
QTUP,3388,STATION,3341 N COLEY ROAD,BELDEN,MS,38826,34.3046842,-88.771799
QMLX,3390,ANNEX,555 COMPRESS DRIVE,MEMPHIS,TN,38106,35.08286886,-90.04458533
QJAM,3392,STATION,1549 OLD WHITFIELD RD,PEARL,MS,39208,32.26230319,-90.08630535
QMER,3393,STATION,71 HIGHWAY 19 NORTH,MERIDIAN,MS,39307,32.3656057,-88.7299136
QHAT,3394,STATION,1744 EVELYN GANDY PARKWAY,HATTIESBURG,MS,39401,31.3694392,-89.3134879
QGFP,3395,STATION,10268 CORPORATE DRIVE,GULFPORT,MS,39503,30.43632059,-89.04217187
QMCC,3396,STATION,1335 PARKLANE ROAD,MCCOMB,MS,39648,31.22588274,-90.47604247
QSTR,3397,STATION,4925 SOUTH FRONTAGE ROAD,COLUMBUS,MS,39701,33.4787768,-88.5729137
QSOC,3398,STATION,635 OCOEE BUSINESS PARKWAY,OCOEE,FL,34761,28.5671747,-81.5512177
QNME,3399,SUBSTATION,3456 MEYERS ROAD,MEMPHIS,TN,38108,35.17780255,-89.94495054
QELO,3400,STATION,12900 PLANTSIDE DR,LOUISVILLE,KY,40299,38.2088165,-85.5197163
QSHD,3401,SUBSTATION,270 OMEGA PARKWAY,SHEPHERDSVILLE,KY,40165,37.978102,-85.683543
QLXX,3404,ANNEX,2061 BUCK LANE,LEXINGTON,KY,40511,38.0854506,-84.5387258
QLEX,3405,STATION,2024 BUCK LANE,LEXINGTON,KY,40511,38.08273155,-84.53672537
QNKL,3406,STATION,11000 TOEBBEN DRIVE,INDEPENDENCE,KY,41051,38.9414555,-84.6164737
QLON,3407,STATION,600 INDUSTRIAL BLVD,LONDON,KY,40741,37.1425713,-84.1854643
QLOX,3408,ANNEX,60 SPRINGLAKE BLVD,LONDON,KY,40744,37.0825516,-84.065217
QASH,3411,STATION,301 COMMERCE DRIVE,SOUTH POINT,OH,45680,38.4297568,-82.5880048
QCHV,3417,STATION,918 COAL FIELDS INDSTRL DR,CHAVIES,KY,41727,37.3478702,-83.3562912
QBWG,3421,STATION,155 FLEX PARK DRIVE,BOWLING GREEN,KY,42101,36.9261303,-86.4994786
QPDU,3424,STATION,2500 EICH ROAD,PADUCAH,KY,42003,37.0277287,-88.5811405
QWCO,3428,STATION,8285 INDUSTRIAL PARKWAY,PLAIN CITY,OH,43064,40.1316508,-83.2091036
QECO,3429,STATION,4600 POTH ROAD,COLUMBUS,OH,43213,39.9834191,-82.8784056
QCOL,3431,STATION,6120 SOUTH MEADOWS DRIVE,GROVE CITY,OH,43123,39.8373934,-83.08450741
QGRP,3433,STATION,6840 PONTIUS ROAD,GROVEPORT,OH,43125,39.83061925,-82.89499003
QTOL,3435,STATION,100 J STREET,PERRYSBURG,OH,43551,41.562642,-83.623669
QZAN,3437,STATION,8705 COMMERCE DRIVE,CAMBRIDGE,OH,43725,39.9808489,-81.5775609
QECL,3440,STATION,2050 E. AURORA ROAD,TWINSBURG,OH,44087,41.30848705,-81.46534006
QCLE,3441,STATION,3201 COLUMBIA ROAD,RICHFIELD,OH,44286,41.27687492,-81.62671282
QRIF,3442,SUBSTATION,3245 HENRY ROAD,RICHFIELD,OH,44286,41.27686499,-81.62237062
QETA,3444,ANNEX,11176 NATIONAL ROAD SW,ETNA,OH,43062,39.95718638,-82.69975545
QYOU,3445,STATION,12305 BAILEY COURT EAST,NORTH JACKSON,OH,44451,41.1093462,-80.8832638
QNCA,3447,STATION,8495 PORT JACKSON AVE. NW,CANTON,OH,44720,40.9043996,-81.4479836
QTOX,3448,STATION,7401 FREMONT PIKE,PERRYSBURG TOWNSHIP,OH,43551,41.5189119,-83.537002
QMNS,3449,STATION,515 URWIN PARKWAY,MANSFIELD,OH,44906,40.7655318,-82.6144072
QNCI,3450,STATION,325 HOMAN ROAD,LEBANON,OH,45036,39.4002369,-84.2176697
QCIN,3452,STATION,9667 INTER-OCEAN DRIVE,CINCINNATI,OH,45246,39.313465,-84.4768173
QSDA,3453,STATION,8650 BYERS ROAD,MIAMISBURG,OH,45342,39.6232672,-84.2359234
QDAY,3454,STATION,795 DEER RUN ROAD,VANDALIA,OH,45377,39.90864605,-84.18398035
QCHI,3456,STATION,1415 INDUSTRIAL DRIVE,CHILLICOTHE,OH,45601,39.36080206,-83.00122359
QNIN,3461,STATION,10301 BENNETT PARKWAY,ZIONSVILLE,IN,46077,39.93611765,-86.24738267
QIND,3462,STATION,4111 PRODUCERS DRIVE,INDIANAPOLIS,IN,46218,39.80299462,-86.09421712
QHAM,3463,STATION,1515 GOSTLIN STREET,HAMMOND,IN,46327,41.63229544,-87.49256576
QMUN,3464,STATION,"101 45TH STREET, UNIT 2",MUNSTER,IN,46321,41.5439834,-87.5234527
QPLF,3465,STATION,8951 MIRABEL ROAD,INDIANAPOLIS,IN,46241,39.6811615,-86.32235023
QSOB,3466,STATION,5115 DYLAN DRIVE,SOUTH BEND,IN,46628,41.7442256,-86.3313954
QFWY,3468,STATION,10905 GATEWAY BLVD,NEW HAVEN,IN,46774,41.0677933,-84.9984848
QKOK,3469,STATION,2360 E NORTH STREET,KOKOMO,IN,46901,40.498203,-86.126863
QLOU,3471,STATION,5153 MARITIME ROAD,JEFFERSONVILLE,IN,47130,38.32718217,-85.67760633
QGRW,3472,STATION,2157 STACIES WAY,GREENWOOD,IN,46143,39.5962061,-86.0576342
QMUX,3473,ANNEX,101 45TH AVENUE,MUNSTER,IN,46321,41.5443579,-87.5237846
QEVA,3477,STATION,15200 HIGHWAY 41 N,EVANSVILLE,IN,47725,38.1169306,-87.5538787
QTER,3478,STATION,2501 S. SYCAMORE TERRACE ST.,TERRE HAUTE,IN,47803,39.43798,-87.341958
QLAF,3479,STATION,3815 DAVID HOWARTH DRIVE,LAFAYETTE,IN,47909,40.3631341,-86.8335645
QSTH,3480,STATION,6100 SIMS DRIVE,STERLING HEIGHTS,MI,48313,42.58879093,-83.04793408
QPON,3481,STATION,1601 BROWN ROAD,LAKE ORION,MI,48359,42.7096295,-83.2676064
QDET,3482,STATION,38401 AMRHEIN ROAD,LIVONIA,MI,48150,42.37431977,-83.42243176
QOKP,3483,STATION,21200 GREENFIELD ROAD,OAK PARK,MI,48237,42.44872131,-83.20047371
QANR,3484,STATION,6700 SOUTH STATE ROAD,SALINE,MI,48176,42.1914081,-83.7390053
QSAG,3485,STATION,3887 E WASHINGTON RD,SAGINAW,MI,48601,43.45061022,-83.87971488
QBEL,3487,ANNEX,41775 ECORSE ROAD,BELLEVILLE,MI,48111,42.2485172,-83.4803312
QLNS,3489,STATION,2290 S CANAL ROAD,LANSING,MI,48917,42.70952935,-84.66487277
QKAL,3491,STATION,6701 PORTAGE ROAD,PORTAGE,MI,49002,42.21944459,-85.55993852
QVBN,3494,STATION,42050 ECORSE ROAD,VAN BUREN CHARTER TWP,MI,48111,42.24920135,-83.454152
QGRD,3495,STATION,3466 SHIPPERS DRIVE NW,GRAND RAPIDS,MI,49544,43.0281609,-85.7208346
QCAD,3496,STATION,3699 CARIBOU TRAIL,CADILLAC,MI,49601,44.2722287,-85.4788065
QGLD,3497,STATION,1748 WOLVERINE PARKWAY,GAYLORD,MI,49735,45.00699955,-84.71855543
QESC,3498,STATION,2502 NORTH 30TH STREET,ESCANABA,MI,49829,45.77857715,-87.08784822
QDES,3503,STATION,2900 SW BROOKSIDE DRIVE,GRIMES,IA,50111,41.682563,-93.8048125
QMSN,3504,STATION,1755 15TH STREET SW,MASON CITY,IA,50401,43.13739451,-93.22759498
QFTD,3505,STATION,3425 MAPLE DRIVE,FORT DODGE,IA,50501,42.4990043,-94.1405012
QWAT,3507,STATION,2320 WEST AIRLINE HIGHWAY,WATERLOO,IA,50703,42.54205114,-92.38377635
QSIO,3511,STATION,5411 AL HAYNES DRIVE,SIOUX CITY,IA,51111,42.4096774,-96.3737047
QSPE,3513,STATION,1454 255TH AVE N,SPIRIT LAKE,IA,51360,43.4361825,-95.08118
QDBQ,3521,STATION,1590 INNOVATION DRIVE,DUBUQUE,IA,52002,42.49530344,-90.76955329
QSCE,3524,STATION,985 CAPITAL DRIVE SW,CEDAR RAPIDS,IA,52404,41.8869272,-91.6817066
QOTT,3525,STATION,14491 TERMINAL AVENUE,OTTUMWA,IA,52501,41.10599915,-92.4369996
QNML,3530,STATION,N96 W14849 COUNTY LINE ROAD,MENOMONEE FALLS,WI,53051,43.1900942,-88.0958767
QMIL,3532,STATION,5300 INTERNATIONAL DRIVE,CUDAHY,WI,53110,42.951721,-87.877403
QMAD,3537,STATION,7322 MANUFACTURERS DRIVE,MADISON,WI,53704,43.1617781,-89.3165356
QOSX,3542,ANNEX,3600 MOSER STREET,OSHKOSH,WI,54901,44.06597112,-88.533024
QGRB,3543,STATION,3383 SPIRIT WAY,GREEN BAY,WI,54304,44.4575918,-88.0920606
QWAU,3544,STATION,1000 NORTH PARK VIEW CIRCLE,MOSINEE,WI,54455,44.790802,-89.6629899
QEGL,3545,STATION,620 COMMERCE LOOP,EAGLE RIVER,WI,54521,45.9117126,-89.2407909
QLAC,3546,STATION,3251 BERLIN DRIVE,LA CROSSE,WI,54601,43.8814348,-91.1680518
QEAU,3547,STATION,2435 PROSPECT DRIVE,EAU CLAIRE,WI,54703,44.8454845,-91.5446146
QOSH,3549,STATION,1755 WEST FERNAU AVENUE,OSHKOSH,WI,54901,44.05729414,-88.56450085
QSPL,3552,STATION,7 LONG LAKE ROAD,SAINT PAUL,MN,55115,45.0348247,-92.9764196
QMPG,3553,STATION,19705 ROGERS DRIVE,ROGERS,MN,55374,45.18034585,-93.52674036
QMIN,3554,STATION,5800 12TH AVENUE EAST,SHAKOPEE,MN,55379,44.7849799,-93.4752412
QMAH,3556,SUBSTATION,3050 ECHO LAKE AVE,MAHTOMEDI,MN,55115,45.036602,-92.973907
QNBR,3557,SUBSTATION,50 14TH STREET NW,SAINT PAUL,MN,55112,45.0727743,-93.1897451
QDUL,3558,STATION,2929 HALVOR LANE,SUPERIOR,WI,54880,46.7250684,-92.1257783
QRCS,3559,STATION,2427 HENRY ROAD NW,STEWARTVILLE,MN,55976,43.8768577,-92.4978441
QMNK,3561,STATION,1730 ENERGY DRIVE,MANKATO,MN,56001,44.1821558,-93.9317294
QWLM,3562,STATION,"1611 TROTT AVENUE, SW",WILLMAR,MN,56201,45.1169284,-95.0669926
QSCL,3563,STATION,730 60TH STREET SOUTH,SAINT CLOUD,MN,56301,45.4695736,-94.1262961
QBRN,3564,STATION,1701 THIESSE DRIVE,BRAINERD,MN,56401,46.3247096,-94.1869861
QBEM,3566,STATION,2401 CRAM AVE SE,BEMIDJI,MN,56601,47.4381935,-94.852329
QSFX,3570,SUBSTATION,5051 W FOUNDATION COURT,SIOUX FALLS,SD,57107,43.622399,-96.7789499
QSFL,3571,STATION,4401 EAST PRODUCER LANE,SIOUX FALLS,SD,57104,43.597532,-96.672841
QWTR,3572,STATION,711 43RD ST SE,WATERTOWN,SD,57201,44.915992,-97.045705
QPIR,3575,STATION,3815 AIRPORT ROAD,PIERRE,SD,57501,44.38205471,-100.303182
QRPC,3577,STATION,3514 GALT COURT,RAPID CITY,SD,57701,44.1080886,-103.1575391
QFAR,3581,STATION,1425 47TH STREET NORTH,FARGO,ND,58102,46.89646344,-96.86879357
QGRF,3582,STATION,2001 S. 48th STREET,GRAND FORKS,ND,58201,47.911146,-97.098983
QMSX,3583,ANNEX,8190 EL WAY,MISSOULA,MT,59801,46.93569818,-114.1106653
QBIS,3585,STATION,4001 APPLE CREEK ROAD,BISMARCK,ND,58504,46.794565,-100.730989
QDKN,3586,STATION,11125 30G ST SW,DICKINSON,ND,58601,46.9768507,-102.7953872
QMIO,3587,STATION,3900 6TH STREET NE,MINOT,ND,58703,48.249061,-101.284597
QWLS,3588,STATION,513 ENERGY STREET,WILLISTON,ND,58801,48.2325678,-103.6148237
QBIL,3591,STATION,3605 HESPER ROAD,BILLINGS,MT,59102,45.74072396,-108.6008367
QMLE,3592,STATION,3620 VALLEY DRIVE EAST,MILES CITY,MT,59301,46.4175188,-105.829013
QHLN,3593,STATION,876 BLAINE STREET,HELENA,MT,59601,46.594926,-111.994303
QGFA,3594,STATION,6401 18TH AVENUE NORTH,GREAT FALLS,MT,59405,47.5248112,-111.2370373
QGLS,3595,STATION,101 11TH STREET SOUTH,GLASGOW,MT,59230,48.197098,-106.64517
QBZM,3596,STATION,225 LAURA LOUISE LANE,BOZEMAN,MT,59718,45.7027599,-111.1884202
QBTT,3597,STATION,78 BASIN CREEK RD,BUTTE,MT,59701,45.92492496,-112.5079739
QMSL,3598,STATION,5001 CURLEW COURT,MISSOULA,MT,59808,46.920818,-114.076808
QKLI,3599,STATION,165 SCHOOLHOUSE LOOP,KALISPELL,MT,59901,48.1405162,-114.273078
QLOO,3600,STATION,1901 WEST 29TH STREET,CHICAGO,IL,60608,41.83895845,-87.67314022
QECR,3601,STATION,175 DELLA COURT,CAROL STREAM,IL,60188,41.89276285,-88.12255151
QNWH,3602,STATION,1234 PETERSON DRIVE,WHEELING,IL,60090,42.11595545,-87.9158672
QNCH,3603,STATION,1260 ROWENA ROAD,GRAYSLAKE,IL,60030,42.3236815,-88.0334046
QWHG,3604,STATION,1430 SOUTH WOLF ROAD,WHEELING,IL,60090,42.10723255,-87.910092
QBFP,3605,STATION,5151 WEST 73RD STREET,CHICAGO,IL,60638,41.7617225,-87.63458
QMCK,3606,STATION,9500 SERGO DRIVE,LA GRANGE,IL,60525,41.7960314,-87.85257335
QNIL,3607,STATION,5959 WEST HOWARD STREET,NILES,IL,60714,42.01734705,-87.77342691
QSCH,3608,STATION,920 W. TAYLOR RD,ROMEOVILLE,IL,60446,41.628273,-88.1078856
QCRL,3609,STATION,205 DELLA COURT,CAROL STREAM,IL,60188,41.89278103,-88.1228809
QMOK,3610,STATION,8965 WEST 187TH ST,MOKENA,IL,60448,41.5504781,-87.8436035
QRKF,3611,STATION,5460 BAXTER ROAD,ROCKFORD,IL,61109,42.1678491,-89.0855813
QRKI,3612,STATION,7800 TURKEY HOLLOW RD,ROCK ISLAND,IL,61201,41.443986,-90.643705
QEWH,3613,STATION,928-960 S WOLF ROAD,WHEELING,IL,60090,42.1220152,-87.910096
QPEO,3616,STATION,500 E. HIGHLAND,MORTON,IL,61550,40.6319728,-89.4542745
QLCX,3617,ANNEX,4105 FIELDSTONE ROAD,CHAMPAIGN,IL,61822,40.11383082,-88.31110994
QCHM,3618,STATION,102 MERCURY DRIVE,CHAMPAIGN,IL,61822,40.149419,-88.235916
QQUI,3623,STATION,4300 LONE TREE DRIVE,QUINCY,IL,62305,39.948963,-91.3477534
QEFH,3624,STATION,1700 HEARTLAND BOULEVARD,EFFINGHAM,IL,62401,39.1069616,-88.5661198
QKOM,3626,SUBSTATION,3050 S KOKE MILL RD,SPRINGFIELD,IL,62711,39.75772852,-89.71522122
QSPI,3627,STATION,2951 GRANGER DRIVE,SPRINGFIELD,IL,62707,39.84252265,-89.59786196
QMRN,3628,STATION,10711 MARK TWAIN ROAD,WEST FRANKFORT,IL,62896,37.90289,-88.953502
QSTL,3630,STATION,1525 WOODSON ROAD,SAINT LOUIS,MO,63114,38.6811597,-90.35717363
QWST,3631,STATION,8462 DELPORT DRIVE,SAINT LOUIS,MO,63114,38.69518986,-90.34173271
QSST,3632,STATION,1602 VINCENT DRIVE,SAUGET,IL,62206,38.5871438,-90.157545
QNST,3633,STATION,9000 PREMIER PARKWAY SOUTH,SAINT PETERS,MO,63376,38.8069025,-90.5966117
QSIK,3638,STATION,2751 NORTH MAIN,SIKESTON,MO,63801,36.8877745,-89.5828519
QNKC,3640,STATION,4029 N PLEASANT AVE,BIRMINGHAM,MO,64161,39.1738453,-94.4205296
QLNL,3642,STATION,8000 COLE PARKWAY,LENEXA,KS,66227,38.9839425,-94.8603285
QKCL,3643,STATION,12501 NE 40TH ST,KANSAS CITY,MO,64161,39.165635,-94.434612
QSTJ,3645,STATION,5501 PROVIDENCE HILL DRIVE,SAINT JOSEPH,MO,64507,39.736449,-94.7719093
QBFD,3646,STATION,110 STANBURY INDUSTRIAL DR,BROOKFIELD,MO,64628,39.776187,-93.089596
QJOP,3648,STATION,3752 ENTERPRISE AVENUE,JOPLIN,MO,64801,37.12070785,-94.46289422
QJEF,3651,STATION,2210 MAGUIRE BLVD,COLUMBIA,MO,65201,38.926136,-92.2898571
QROL,3654,STATION,4600 DURWOOD BLVD,ROLLA,MO,65401,37.98991245,-91.73017408
QSPM,3658,STATION,2700 N MULROY ROAD,STRAFFORD,MO,65757,37.243805,-93.1821154
QOLA,3660,STATION,22525 W. 167TH STREET,OLATHE,KS,66062,38.82384415,-94.84659845
QTOP,3665,STATION,7105 SE FORBES AVE,TOPEKA,KS,66619,38.9394466,-95.6827094
QWIC,3672,STATION,5180 N INDUSTRY RD,WICHITA,KS,67226,37.7778777,-97.218874
QCOF,3673,STATION,2143 ENTERPRISE DRIVE,INDEPENDENCE,KS,67301,37.23065014,-95.73284014
QSLN,3674,STATION,3660 SCANLAN AVENUE,SALINA,KS,67401,38.805322,-97.6364274
QHYS,3676,STATION,1928 HIGHWAY 40,HAYS,KS,67601,38.860488,-99.30546
QDOD,3678,STATION,103 ALLEN ROAD,DODGE CITY,KS,67801,37.7732643,-99.9427531
QCBF,3681,STATION,4406 SOUTH 19TH STREET,COUNCIL BLUFFS,IA,51501,41.21530511,-95.872146
QCBX,3682,ANNEX,4406 SOUTH 19TH STREET,COUNCIL BLUFFS,IA,51501,41.21530511,-95.872146
QCXX,3683,ANNEX,1209 31ST AVE,COUNCIL BLUFFS,IA,51501,41.22941093,-95.86264137
QLIN,3685,STATION,6330 MCCORMICK DRIVE,LINCOLN,NE,68507,40.87671384,-96.63202532
QNFK,3687,STATION,1310 NORTH 1ST ST,NORFOLK,NE,68701,42.04788665,-97.40696564
QGRI,3688,STATION,4201 GOLD CORE DRIVE,GRAND ISLAND,NE,68801,40.870215,-98.3696915
QNPL,3691,STATION,4525 TWIN RIVERS RD,NORTH PLATTE,NE,69101,41.0944796,-100.7319808
QSCT,3693,STATION,250317 SKYPORT DRIVE,SCOTTSBLUFF,NE,69361,41.8658921,-103.5882103
QNWO,3701,STATION,310 EAST JAMES DRIVE,SAINT ROSE,LA,70087,29.9885649,-90.2813062
QCOV,3704,STATION,450 NORTHPOINTE COURT,COVINGTON,LA,70433,30.4736069,-90.1906251
QLFY,3705,STATION,3600 NE EVANGELINE THROUGHWAY,CARENCRO,LA,70520,30.3124769,-92.0292711
QLCH,3706,STATION,6013 HORSEMANS DRIVE,LAKE CHARLES,LA,70615,30.2275439,-93.125552
QBAT,3708,STATION,10800 S. REITZ AVENUE,BATON ROUGE,LA,70809,30.3873542,-91.0671757
QSHP,3711,STATION,4515 MARLENA STREET,BOSSIER CITY,LA,71111,32.54759793,-93.68770275
QMON,3712,STATION,6928 MILLHAVEN ROAD,MONROE,LA,71203,32.4966803,-92.0120903
QALE,3713,STATION,530 VANDENBURG DRIVE,ALEXANDRIA,LA,71303,31.3074846,-92.528143
QELD,3717,STATION,174 COMMERCE DRIVE,EL DORADO,AR,71730,33.2382818,-92.6288135
QTXA,3718,STATION,3900 ABERNATHY DRIVE,TEXARKANA,AR,71854,33.44025375,-93.9973867
QHSP,3719,STATION,575 MID AMERICA BLVD,HOT SPRINGS NATIONAL PARK,AR,71913,34.5176381,-93.1168937
QLRO,3722,STATION,8 INDUSTRIAL PARK WAY,MABELVALE,AR,72103,34.6432997,-92.4030609
QJON,3724,STATION,3400 MOORE ROAD,JONESBORO,AR,72401,35.79660265,-90.61581454
QHRR,3726,STATION,5420 HIGHWAY 65 SOUTH,HARRISON,AR,72601,36.1883403,-93.0304541
QFYT,3727,STATION,400 N. GOAD SPRINGS ROAD,LOWELL,AR,72745,36.2612101,-94.155383
QFTS,3729,STATION,4501 INDUSTRIAL DR,FORT SMITH,AR,72916,35.3230689,-94.3855747
QWEA,3730,STATION,4720 S FRONTAGE RD,WEATHERFORD,OK,73096,35.535273,-98.660617
QNOK,3731,STATION,14748 N LINCOLN BLVD,EDMOND,OK,73013,35.62289359,-97.50480922
QOKL,3732,STATION,2701 SOUTHWEST 18TH ST,OKLAHOMA CITY,OK,73108,35.446533,-97.561887
QEND,3737,STATION,302 N. 54TH STREET ,ENID,OK,73701,36.3995049,-97.801125
QBKA,3740,STATION,1214 E HOUSTON STREET,BROKEN ARROW,OK,74012,36.046541,-95.77597
QTUL,3741,STATION,12615 EAST APACHE STREET NORTH,TULSA,OK,74116,36.1927967,-95.8348892
QLUX,3743,ANNEX,4201 MARTIN L KING BLVD,LUBBOCK,TX,79404,33.5555224,-101.8172112
QMCL,3745,STATION,2820 W. STATE HIGHWAY 31,MCALESTER,OK,74501,34.9284927,-95.8240936
QFWL,3748,STATION,4901 VILLAGE CREEK ROAD,FORT WORTH,TX,76119,32.6913399,-97.24807836
QFRI,3749,STATION,15815 EXECUTIVE DRIVE,FRISCO,TX,75033,33.2076767,-96.8052278
QDLL,3751,STATION,1101 E. CLEVELAND ROAD,HUTCHINS,TX,75141,32.6411954,-96.7394677
QIVN,3752,STATION,3215 SPUR 482,IRVING,TX,75062,32.84228539,-96.89999435
QSHE,3754,STATION,3221 NORTHGATE DRIVE,SHERMAN,TX,75092,33.5961377,-96.61729281
QMES,3755,STATION,5005 SAMUELL BLVD,MESQUITE,TX,75149,32.79489505,-96.6742676
QWDL,3756,STATION,3901 ADLER DRIVE,DALLAS,TX,75211,32.7619364,-96.8955438
QTYL,3757,STATION,800 LINDALE INDUSTRIAL PARKWAY,TYLER,TX,75706,32.46421575,-95.42538395
QLUF,3759,STATION,3402 ELLEN TROUT DRIVE,LUFKIN,TX,75904,31.3721157,-94.73533674
QNFW,3760,STATION,2701 TEXAS LONGHORN WAY,FORT WORTH,TX,76177,32.99766865,-97.30648574
QSFW,3761,STATION,6601 OAK GROVE,FORT WORTH,TX,76134,32.650341,-97.304207
QQRU,3762,STATION,1901 JOEL EAST ROAD,FORT WORTH,TX,76140,32.64568733,-97.29580167
QWIF,3763,STATION,2950 MIDWESTERN PKWY E,WICHITA FALLS,TX,76302,33.876006,-98.476058
QARL,3764,STATION,2251 E BARDIN ROAD,ARLINGTON,TX,76018,32.6721718,-97.0915278
QBYX,3766,ANNEX,3205 LONGMIRE DR,COLLEGE STATION,TX,77840,30.58765769,-96.29021864
QWAC,3767,STATION,685 ALLIANCE PARKWAY,HEWITT,TX,76643,31.46488096,-97.17461866
QHUM,3768,ANNEX,1517 GREENS RD,HOUSTON,TX,77032,29.9512141,-95.353444
QSNG,3769,STATION,949 GATEWAY DRIVE,SAN ANGELO,TX,76905,31.4732815,-100.3812077
QSPR,3770,STATION,21200 SPRING PLAZA DRIVE,SPRING,TX,77388,30.0742712,-95.4421591
QHOU,3771,STATION,8787 W GRAND PARKWAY N,CYPRESS,TX,77433,29.8014447,-95.7749861
QEHO,3772,STATION,14545 HEATHROW FOREST PARKWAY,HOUSTON,TX,77032,29.93121106,-95.32535899
QSUG,3773,STATION,233 CRAVENS  ROAD,MISSOURI CITY,TX,77489,29.627197,-95.5302169
QNHO,3774,STATION,6410 W. SAM HOUSTON PARKWAY N.,HOUSTON,TX,77041,29.86283416,-95.56430955
