name,number,type,address,city,state,zip,lat,lng
MAHT,556,SUBSTATION,3050 ECHO LAKE AVE,MAHTOMEDI,MN,55115,45.036602,-92.973907
NBRI,557,SUBSTATION,50 14TH STREET NW,SAINT PAUL,MN,55112,45.0727743,-93.1897451
DULU,558,STATION,2929 HALVOR LANE,SUPERIOR,WI,54880,46.7250684,-92.1257783
RCST,559,STATION,2427 HENRY ROAD NW,STEWARTVILLE,MN,55976,43.8768577,-92.4978441
MANK,560,STATION,1730 ENERGY DRIVE,MANKATO,MN,56001,44.1821558,-93.9317294
WILL,562,STATION,"1611 TROTT AVENUE, SW",WILLMAR,MN,56201,45.1169284,-95.0669926
STCL,563,STATION,730 60TH STREET SOUTH,SAINT CLOUD,MN,56301,45.4695736,-94.1262961
BRND,564,STATION,1701 THIESSE DRIVE,BRAINERD,MN,56401,46.3247096,-94.1869861
BEMI,566,STATION,2401 CRAM AVE SE,BEMIDJI,MN,56601,47.4381935,-94.852329
SFLX,570,SUBSTATION,5051 W FOUNDATION COURT,SIOUX FALLS,SD,57107,43.622399,-96.7789499
SFLS,571,STATION,4401 EAST PRODUCER LANE,SIOUX FALLS,SD,57104,43.597532,-96.672841
WATR,572,STATION,711 43RD ST SE,WATERTOWN,SD,57201,44.915992,-97.045705
PIER,575,STATION,3815 AIRPORT ROAD,PIERRE,SD,57501,44.38205471,-100.303182
RAPC,577,STATION,3514 GALT COURT,RAPID CITY,SD,57701,44.1080886,-103.1575391
FARG,581,STATION,1425 47TH STREET NORTH,FARGO,ND,58102,46.89646344,-96.86879357
GRFK,582,STATION,2001 S. 48th STREET,GRAND FORKS,ND,58201,47.911146,-97.098983
MSLX,583,ANNEX,8190 EL WAY,MISSOULA,MT,59801,46.93569818,-114.1106653
BISM,585,STATION,4001 APPLE CREEK ROAD,BISMARCK,ND,58504,46.794565,-100.730989
DCKN,586,STATION,11125 30G ST SW,DICKINSON,ND,58601,46.9768507,-102.7953872
MINO,587,STATION,3900 6TH STREET NE,MINOT,ND,58703,48.249061,-101.284597
WILS,588,STATION,513 ENERGY STREET,WILLISTON,ND,58801,48.2325678,-103.6148237
BLGL,590,HUB LOCAL,3605 HESPER ROAD,BILLINGS,MT,59102,45.74072396,-108.6008367
BILL,591,HUB,3605 HESPER ROAD,BILLINGS,MT,59102,45.74072396,-108.6008367
MILE,592,STATION,3620 VALLEY DRIVE EAST,MILES CITY,MT,59301,46.4175188,-105.829013
HLNA,593,STATION,876 BLAINE STREET,HELENA,MT,59601,46.594926,-111.994303
GRFA,594,STATION,6401 18TH AVENUE NORTH,GREAT FALLS,MT,59405,47.5248112,-111.2370373
GLAS,595,STATION,101 11TH STREET SOUTH,GLASGOW,MT,59230,48.197098,-106.64517
BZMN,596,STATION,225 LAURA LOUISE LANE,BOZEMAN,MT,59718,45.7027599,-111.1884202
BTTE,597,STATION,78 BASIN CREEK RD,BUTTE,MT,59701,45.92492496,-112.5079739
MSLA,598,STATION,5001 CURLEW COURT,MISSOULA,MT,59808,46.920818,-114.076808
KALI,599,STATION,165 SCHOOLHOUSE LOOP,KALISPELL,MT,59901,48.1405162,-114.273078
LOOP,600,STATION,1901 WEST 29TH  STREET,CHICAGO,IL,60608,41.83895845,-87.67314022
CRLS,601,STATION,205 DELLA COURT,CAROL STREAM,IL,60188,41.89278103,-88.1228809
WHLG,602,STATION,1430 SOUTH WOLF ROAD,WHEELING,IL,60090,42.10723255,-87.910092
NCHG,603,STATION,1260 ROWENA ROAD,GRAYSLAKE,IL,60030,42.3236815,-88.0334046
CHIC,604,HUB,6833 WEST 75TH STREET,CHICAGO,IL,60638,41.7580503,-87.6364926
BFPK,605,STATION,5151 WEST 73RD STREET,CHICAGO,IL,60638,41.7617225,-87.63458
MCCK,606,STATION,9500 SERGO DRIVE,LA GRANGE,IL,60525,41.7960314,-87.85257335
NILE,607,STATION,5959 WEST HOWARD STREET,NILES,IL,60714,42.01734705,-87.77342691
SCHG,608,STATION,920 W. TAYLOR RD,ROMEOVILLE,IL,60446,41.628273,-88.1078856
ECRL,609,STATION,175 DELLA COURT,CAROL STREAM,IL,60188,41.89276285,-88.12255151
MOKE,610,STATION,8965 WEST 187TH ST,MOKENA,IL,60448,41.5504781,-87.8436035
RKFD,611,STATION,5460 BAXTER ROAD,ROCKFORD,IL,61109,42.1678491,-89.0855813
RKIS,612,STATION,7800 TURKEY HOLLOW RD,ROCK ISLAND,IL,61201,41.443986,-90.643705
EWHG,613,STATION,928-960 S WOLF ROAD,WHEELING,IL,60090,42.1220152,-87.910096
PEOR,616,STATION,500 E. HIGHLAND,MORTON,IL,61550,40.6319728,-89.4542745
LCHX,617,ANNEX,4105 FIELDSTONE ROAD,CHAMPAIGN,IL,61822,40.11383082,-88.31110994
LCHA,618,HUB LOCAL,102 MERCURY DRIVE,CHAMPAIGN,IL,61822,40.149419,-88.235916
CHAM,619,HUB,102 MERCURY DRIVE,CHAMPAIGN,IL,61822,40.149419,-88.235916
RONC,621,STATION,145 S PINNACLE DRIVE,ROMEOVILLE,IL,60446,41.61933869,-88.1136988
RORS,622,STATION,145 S PINNACLE DRIVE,ROMEOVILLE,IL,60446,41.61933869,-88.1136988
QUIN,623,STATION,4300 LONE TREE DRIVE,QUINCY,IL,62305,39.948963,-91.3477534
EFHM,624,STATION,1700 HEARTLAND BOULEVARD,EFFINGHAM,IL,62401,39.1069616,-88.5661198
KOKE,626,SUBSTATION,3050 S KOKE MILL RD,SPRINGFIELD,IL,62711,39.75772852,-89.71522122
SPIL,627,STATION,2951 GRANGER DRIVE,SPRINGFIELD,IL,62707,39.84252265,-89.59786196
MARN,629,STATION,10711 MARK TWAIN ROAD,WEST FRANKFORT,IL,62896,37.90289,-88.953502
WSTO,630,STATION,8462 DELPORT DRIVE,SAINT LOUIS,MO,63114,38.69518986,-90.34173271
STLO,631,STATION,1525 WOODSON ROAD,SAINT LOUIS,MO,63114,38.6811597,-90.35717363
SSTO,632,STATION,1602 VINCENT DRIVE,SAUGET,IL,62206,38.5871438,-90.157545
NSTO,633,STATION,9000 PREMIER PARKWAY SOUTH,SAINT PETERS,MO,63376,38.8069025,-90.5966117
SIKE,638,STATION,2751 NORTH MAIN,SIKESTON,MO,63801,36.8877745,-89.5828519
NKCM,640,STATION,4029 N PLEASANT AVE,BIRMINGHAM,MO,64161,39.1738453,-94.4205296
LNXA,641,HUB,8000 COLE PARKWAY,LENEXA,KS,66227,38.9839425,-94.8603285
LNXL,642,HUB LOCAL,8000 COLE PARKWAY,LENEXA,KS,66227,38.9839425,-94.8603285
KCML,643,HUB LOCAL,12501 NE 40TH ST,KANSAS CITY,MO,64161,39.165635,-94.434612
KCMO,644,HUB,12501 NE 40TH ST,KANSAS CITY,MO,64161,39.165635,-94.434612
STJO,645,STATION,5501 PROVIDENCE HILL DRIVE,SAINT JOSEPH,MO,64507,39.736449,-94.7719093
BRKF,646,STATION,110 STANBURY INDUSTRIAL DR,BROOKFIELD,MO,64628,39.776187,-93.089596
JOPL,648,STATION,3752 ENTERPRISE AVENUE,JOPLIN,MO,64801,37.12070785,-94.46289422
JEFF,651,STATION,2210 MAGUIRE BLVD,COLUMBIA,MO,65201,38.926136,-92.2898571
ROLL,654,STATION,4600 DURWOOD BLVD,ROLLA,MO,65401,37.98991245,-91.73017408
SPMO,658,STATION,2700 N. MULROY ROAD,STRAFFORD,MO,65757,37.243805,-93.1821154
NKNC,659,STATION,4029 N PLEASANT AVE,KANSAS CITY,MO,64161,39.1742558,-94.4221253
OLAT,660,STATION,22525 W. 167TH STREET,OLATHE,KS,66062,38.82384415,-94.84659845
EOLA,662,STATION,22161 WEST 167TH ST,OLATHE,KS,66062,38.823954,-94.84215955
TOPK,665,STATION,7105 SE FORBES AVE,TOPEKA,KS,66619,38.9394466,-95.6827094
WICH,672,STATION,5180 N INDUSTRY RD,WICHITA,KS,67226,37.7778777,-97.218874
COFF,673,STATION,2143 ENTERPRISE DRIVE,INDEPENDENCE,KS,67301,37.23065014,-95.73284014
SALI,674,STATION,3660 SCANLAN AVENUE,SALINA,KS,67401,38.805322,-97.6364274
HAYS,676,STATION,1928 HIGHWAY 40,HAYS,KS,67601,38.860488,-99.30546
COBY,677,NFS,1285 ZELFER AVENUE,COLBY,KS,67701,39.370358,-101.0583018
DODG,678,STATION,103 ALLEN ROAD,DODGE CITY,KS,67801,37.7732643,-99.9427531
COBF,681,STATION,4406 SOUTH 19TH STREET,COUNCIL BLUFFS,IA,51501,41.21530511,-95.872146
COBX,682,ANNEX,4406 SOUTH 19TH STREET,COUNCIL BLUFFS,IA,51501,41.21530511,-95.872146
COXX,683,ANNEX,1209 31ST AVE,COUNCIL BLUFFS,IA,51501,41.22941093,-95.86264137
LINC,685,STATION,6330 MCCORMICK DRIVE,LINCOLN,NE,68507,40.87671384,-96.63202532
NRFK,687,STATION,1310 NORTH 1ST ST,NORFOLK,NE,68701,42.04788665,-97.40696564
GRIS,688,STATION,4201 GOLD CORE DRIVE,GRAND ISLAND,NE,68801,40.870215,-98.3696915
NOPL,691,STATION,4525 TWIN RIVERS RD,NORTH PLATTE,NE,69101,41.0944796,-100.7319808
SCOT,693,STATION,250317 SKYPORT DRIVE,SCOTTSBLUFF,NE,69361,41.8658921,-103.5882103
OTDV,694,STATION,37-18 57TH STREET,FLUSHING,NY,11377,40.7500184,-73.9056926
NEWO,701,STATION,310 EAST JAMES DRIVE,SAINT ROSE,LA,70087,29.9885649,-90.2813062
COVI,704,STATION,450 NORTHPOINTE COURT,COVINGTON,LA,70433,30.4736069,-90.1906251
LFYT,705,STATION,3600 NE EVANGELINE THROUGHWAY,CARENCRO,LA,70520,30.3124769,-92.0292711
LACH,706,STATION,6013 HORSEMANS DRIVE,LAKE CHARLES,LA,70615,30.2275439,-93.125552
BATO,708,STATION,10800 S. REITZ AVENUE,BATON ROUGE,LA,70809,30.3873542,-91.0671757
SHPT,711,STATION,4515 MARLENA STREET,BOSSIER CITY,LA,71111,32.54759793,-93.68770275
MONR,712,STATION,6928 MILLHAVEN ROAD,MONROE,LA,71203,32.4966803,-92.0120903
ALLA,713,STATION,530 VANDENBURG DRIVE,ALEXANDRIA,LA,71303,31.3074846,-92.528143
ELDO,717,STATION,174 COMMERCE DRIVE,EL DORADO,AR,71730,33.2382818,-92.6288135
TXAR,718,STATION,3900 ABERNATHY DRIVE,TEXARKANA,AR,71854,33.44025375,-93.9973867
HOSP,719,STATION,575 MID AMERICA BLVD,HOT SPRINGS NATIONAL PARK,AR,71913,34.5176381,-93.1168937
LROK,722,STATION,8 INDUSTRIAL PARK WAY,MABELVALE,AR,72103,34.6432997,-92.4030609
JONE,724,STATION,3400 MOORE ROAD,JONESBORO,AR,72401,35.79660265,-90.61581454
HARR,726,STATION,5420 HIGHWAY 65 SOUTH,HARRISON,AR,72601,36.1883403,-93.0304541
FYTV,727,STATION,400 N. GOAD SPRINGS ROAD,LOWELL,AR,72745,36.2612101,-94.155383
FTSM,729,STATION,4501 INDUSTRIAL DR,FORT SMITH,AR,72916,35.3230689,-94.3855747
WEAT,730,STATION,4720 S FRONTAGE RD,WEATHERFORD,OK,73096,35.535273,-98.660617
OKLA,731,STATION,2701 SOUTHWEST 18TH ST,OKLAHOMA CITY,OK,73108,35.446533,-97.561887
NOKC,732,STATION,14748 N LINCOLN BLVD,EDMOND,OK,73013,35.62289359,-97.50480922
ENID,737,STATION,302 N. 54TH STREET,ENID,OK,73701,36.3995049,-97.801125
BKAR,740,STATION,1214 E HOUSTON STREET,BROKEN ARROW,OK,74012,36.046541,-95.77597
TULS,741,STATION,12615 EAST APACHE STREET NORTH,TULSA,OK,74116,36.1927967,-95.8348892
LUBX,743,ANNEX,4201 MARTIN L KING BLVD,LUBBOCK,TX,79404,33.5555224,-101.8172112
MCAL,745,STATION,2820 W. STATE HIGHWAY 31,MCALESTER,OK,74501,34.9284927,-95.8240936
SFTW,748,STATION,6601 OAK GROVE,FORT WORTH,TX,76134,32.650341,-97.304207
FRIS,749,STATION,15815 EXECUTIVE DRIVE,FRISCO,TX,75033,33.2076767,-96.8052278
SHER,750,STATION,3221 NORTHGATE DRIVE,SHERMAN,TX,75092,33.5961377,-96.61729281
LDAL,751,HUB LOCAL,1101 E. CLEVELAND ROAD,HUTCHINS,TX,75141,32.6411954,-96.7394677
IRVG,752,STATION,3215 SPUR 482,IRVING,TX,75062,32.84228539,-96.89999435
DALL,753,HUB,1101 E. CLEVELAND ROAD,HUTCHINS,TX,75141,32.6411954,-96.7394677
QRUN,754,STATION,1901 JOEL EAST ROAD,FORT WORTH,TX,76140,32.64568733,-97.29580167
MESQ,755,STATION,5005 SAMUELL BLVD,MESQUITE,TX,75149,32.79489505,-96.6742676
WDAL,756,STATION,3901 ADLER DRIVE,DALLAS,TX,75211,32.7619364,-96.8955438
TYLR,757,STATION,800 LINDALE INDUSTRIAL PARKWAY,TYLER,TX,75706,32.46421575,-95.42538395
WDNC,758,STATION,3901 ADLER DRIVE,DALLAS,TX,75211,32.7619364,-96.8955438
LUFK,759,STATION,3402 ELLEN TROUT DRIVE,LUFKIN,TX,75904,31.3721157,-94.73533674
FTWO,760,HUB,4901 Village Creek Road,FORT WORTH,TX,76119,32.6913399,-97.24807836
FTWL,761,HUB LOCAL,4901 VILLAGE CREEK ROAD,FORT WORTH,TX,76119,32.6913399,-97.24807836
NFTW,762,STATION,2701 TEXAS LONGHORN WAY,FORT WORTH,TX,76177,32.99766865,-97.30648574
WIFS,763,STATION,2950 MIDWESTERN PKWY E,WICHITA FALLS,TX,76302,33.876006,-98.476058
ARLN,764,STATION,2251 E BARDIN ROAD,ARLINGTON,TX,76018,32.6721718,-97.0915278
SDRS,765,STATION,3800 CEDARDALE ROAD,DALLAS,TX,75241,32.64415154,-96.75923488
BRYX,766,ANNEX,3205 LONGMIRE DR,COLLEGE STATION,TX,77840,30.58765769,-96.29021864
WACO,767,STATION,685 ALLIANCE PARKWAY,HEWITT,TX,76643,31.46488096,-97.17461866
HUMB,768,ANNEX,1517 GREENS RD,HOUSTON,TX,77032,29.9512141,-95.353444
SANG,769,STATION,949 GATEWAY DRIVE,SAN ANGELO,TX,76905,31.4732815,-100.3812077
SPRG,770,STATION,21200 SPRING PLAZA DRIVE,SPRING,TX,77388,30.0742712,-95.4421591
HOUL,771,HUB LOCAL,8787 W GRAND PARKWAY N,CYPRESS,TX,77433,29.8014447,-95.7749861
NHOU,772,STATION,6410 W. SAM HOUSTON PARKWAY N.,HOUSTON,TX,77041,29.86283416,-95.56430955
SUGR,773,STATION,233 CRAVENS  ROAD,MISSOURI CITY,TX,77489,29.627197,-95.5302169
HOUS,774,HUB,8787 W GRAND PARKWAY N,CYPRESS,TX,77433,29.8014447,-95.7749861
SHOU,775,STATION,6903 EAST OREM DRIVE,HOUSTON,TX,77075,29.6276034,-95.3827077
BMNT,776,STATION,1850 COMMERCE PKY,BEAUMONT,TX,77707,30.0547365,-94.1470504
EHOU,777,STATION,14545 HEATHROW FOREST PARKWAY,HOUSTON,TX,77032,29.93121106,-95.32535899
BRYN,778,STATION,2799 NORTH EARL RUDDER FREEWAY,BRYAN,TX,77803,30.719548,-96.408358
VCTR,779,STATION,6509 LONE TREE ROAD,VICTORIA,TX,77905,28.8113353,-96.93790048
LRDO,780,STATION,1211 BELTWAY PARKWAY,LAREDO,TX,78045,27.6795466,-99.4795973
WSAN,781,STATION,6808 ASCOT PARK DRIVE,SAN ANTONIO,TX,78238,29.4552126,-98.6147321
SANA,782,STATION,9935 DOERR LANE,SCHERTZ,TX,78154,29.615778,-98.29429586
KYLE,783,ANNEX,300 VISTA RIDGE DRIVE,KYLE,TX,78640,30.0383027,-97.850527
CORP,784,STATION,246 GLASSON DRIVE,CORPUS CHRISTI,TX,78406,27.7801926,-97.5031177
EDIN,785,STATION,502 INDEPENDENCE DRIVE,EDINBURG,TX,78541,26.3731966,-98.150414
SAUS,786,STATION,4117 MCKINNEY FALLS PARKWAY,AUSTIN,TX,78744,30.19335593,-97.69708763
AUST,787,STATION,15904 IMPACT WAY,PFLUGERVILLE,TX,78660,30.4170752,-97.59141955
UVAL,788,STATION,72 LOU STROUP DRIVE,UVALDE,TX,78801,29.21700061,-99.75112387
SDNC,790,STATION,3800 CEDARDALE ROAD,DALLAS,TX,75241,32.64415154,-96.75923488
AMAR,791,STATION,6671 EAST I-40,AMARILLO,TX,79118,35.194188,-101.7642936
ARLX,792,ANNEX,4901 VILLAGE CREEK ROAD,FORT WORTH,TX,76119,32.6913399,-97.24807836
ALRS,793,STATION,505 ALDINE BENDER RD,HOUSTON,TX,77060,29.93198859,-95.38909282
LUBB,794,STATION,5831 ELM AVENUE,LUBBOCK,TX,79404,33.54113288,-101.831295
ESAN,795,SUBSTATION,2002 CORNER RIDGE,SAN ANTONIO,TX,78219,29.448573,-98.3913282
ABIL,796,STATION,801 NORTH ARNOLD BLVD,ABILENE,TX,79603,32.45968515,-99.8076344
MIDL,797,STATION,3900 S CR 1276,MIDLAND,TX,79706,31.9229547,-102.211192
FTST,798,STATION,601 MARTIN ADAMS,FORT STOCKTON,TX,79735,30.8877667,-102.8443564
ELPA,799,STATION,11501 WILKINSON DRIVE,EL PASO,TX,79936,31.743041,-106.312157
ENGL,801,STATION,14257 EAST EASTER AVENUE,ENGLEWOOD,CO,80112,39.5889328,-104.8230638
DENV,802,HUB,8951 YOSEMITE STREET,HENDERSON,CO,80640,39.8594904,-104.886485
DENL,803,HUB LOCAL,8951 YOSEMITE STREET,HENDERSON,CO,80640,39.8594904,-104.886485
KREM,804,STATION,1505 TYLER AVENUE,KREMMLING,CO,80459,40.0519909,-106.3761118
FTCO,805,STATION,3870 RONALD REAGAN BOULEVARD,JOHNSTOWN,CO,80534,40.4022068,-104.9622654
BLDR,806,STATION,12405 W. 112TH AVE,BROOMFIELD,CO,80021,39.9001025,-105.078212
FTMO,807,STATION,2929 E PLATTE AVE,FORT MORGAN,CO,80701,40.2540062,-103.8013365
CSPR,809,STATION,125 TROY HILL ROAD,COLORADO SPRINGS,CO,80916,38.8339059,-104.7225634
PBLO,810,STATION,150 GREENHORN DRIVE,PUEBLO,CO,81004,38.20446104,-104.6291502
ALAM,811,STATION,2300 COMMERCE CIRCLE,ALAMOSA,CO,81101,37.447561,-105.869322
BNVA,812,STATION,481 GREGG DRIVE,BUENA VISTA,CO,81211,38.8251054,-106.1371645
GUNN,813,SUBSTATION,49 BASIN PARK DRIVE,GUNNISON,CO,81230,38.5278494,-106.9428896
MTRS,814,STATION,2325 AIR PARK WAY,MONTROSE,CO,81401,38.49979644,-107.9037939
GJCT,815,STATION,715 23 RD,GRAND JUNCTION,CO,81505,39.10693915,-108.6290826
GLEN,816,STATION,3923 COUNTY ROAD 154,GLENWOOD SPRINGS,CO,81601,39.4846751,-107.2961029
EGLE,817,STATION,332 PLANE STREET,GYPSUM,CO,81637,39.636733,-106.913899
CETN,818,STATION,14250 GRASSLANDS DRIVE,ENGLEWOOD,CO,80112,39.5629035,-104.8229149
NAUR,819,STATION,20431 EAST 35TH DRIVE,AURORA,CO,80011,39.76371455,-104.7499419
CHEY,820,STATION,8417 TRUCKER TRL,CHEYENNE,WY,82007,41.1405947,-104.7006014
WDEV,821,SUBSTATION,1105 W 48TH AVENUE,DENVER,CO,80221,39.78387792,-105.000544
JHST,822,SUBSTATION,3867 RONALD REAGAN BOULEVARD,JOHNSTOWN,CO,80534,40.40348529,-104.9603747
NDRS,823,STATION,7450 CLAYTON STREET,DENVER,CO,80229,39.7738901,-104.9541559
CODY,824,STATION,701 33rd STREET,CODY,WY,82414,44.5426808,-109.0307605
RIVT,825,STATION,4551 AIRPORT RD,RIVERTON,WY,82501,43.05390643,-108.4526162
CASP,826,STATION,2962 SALT CREEK PARKWAY,CASPER,WY,82601,42.8608834,-106.3574539
GLTE,827,STATION,3841 GARMAN ROAD,GILLETTE,WY,82716,44.3328389,-105.520781
SHRD,828,STATION,1901 KROE LANE,SHERIDAN,WY,82801,44.799143,-106.9365894
ROSP,829,STATION,2830 KILLPECKER DRIVE,ROCK SPRINGS,WY,82901,41.62915079,-109.2391773
EVST,831,SUBSTATION,26 ALLEGIANCE CIRCLE,EVANSTON,WY,82930,41.26071943,-110.9937206
POCA,832,STATION,7121 SOUTH 5TH AVENUE,POCATELLO,ID,83204,42.8139234,-112.3787877
TWFA,833,STATION,382 AMERICAN AVENUE,JEROME,ID,83338,42.65726724,-114.4545427
REXB,834,STATION,594 N 4062 E,RIGBY,ID,83442,43.7129102,-111.8896675
LEWI,835,STATION,1121 WALL STREET,LEWISTON,ID,83501,46.4325916,-117.0161457
BOIS,837,STATION,6610 SOUTH ELITE DRIVE,BOISE,ID,83716,43.5422094,-116.1873147
SDPT,838,STATION,195 MCNEARNEY ROAD,PONDERAY,ID,83852,48.3107106,-116.5354367
MCCL,839,STATION,13873 HIGHWAY 55,MCCALL,ID,83638,44.8386008,-116.0865521
VERN,840,STATION,1127 EAST 1000 SOUTH,VERNAL,UT,84078,40.4415385,-109.5067058
SALT,841,HUB,750 NORTH FRANKLIN PARKWAY,NORTH SALT LAKE,UT,84054,40.8567001,-111.9170366
SALL,842,HUB LOCAL,750 NORTH FRANKLIN PARKWAY,NORTH SALT LAKE,UT,84054,40.8567001,-111.9170366
LOGN,843,STATION,1555 NORTH 1000 WEST,LOGAN,UT,84321,41.7608605,-111.8587968
OVGS,844,NFS,5420 2100 S,WEST VALLEY CITY,UT,84120,40.725735,-111.9713693
PRVO,846,STATION,526 EAST 1750 NORTH,VINEYARD,UT,84058,40.3290608,-111.7396549
HURR,847,STATION,5698 W. 155 NORTH,HURRICANE,UT,84737,37.1686838,-113.4230099
RCHF,848,STATION,603 WEST 1550 SOUTH,SALINA,UT,84654,38.9364995,-111.8700401
NPHO,849,STATION,23000 N 7TH AVENUE,PHOENIX,AZ,85027,33.6699241,-112.0829696
PHOE,850,HUB,3410 SOUTH 51ST AVENUE,PHOENIX,AZ,85043,33.41707465,-112.1717347
PHOL,851,HUB LOCAL,3410 SOUTH 51ST AVENUE,PHOENIX,AZ,85043,33.41707465,-112.1717347
TMPE,852,STATION,1666 N. MCCLINTOCK DRIVE,TEMPE,AZ,85281,33.44732321,-111.9094536
YUMA,853,STATION,7685 E. 30TH STREET,YUMA,AZ,85365,32.6739888,-114.478263
LHVU,854,STATION,2041 KIOWA BOULEVARD N.,LAKE HAVASU CITY,AZ,86403,34.50506809,-114.3421096
SAFF,855,SUBSTATION,1735 WEST 1ST STREET,SAFFORD,AZ,85546,32.8377592,-109.730749
SVST,856,STATION,4400 INDUSTRY DRIVE,SIERRA VISTA,AZ,85635,31.5656614,-110.2528931
TUCS,857,STATION,3350 E. WESTCO PL.,TUCSON,AZ,85756,32.1245129,-110.9221632
CHND,858,STATION,2650 EAST QUEEN CREEK RD,CHANDLER,AZ,85286,33.2642792,-111.7951846
SHLO,859,STATION,2701 E. ADAMS ST.,SHOW LOW,AZ,85901,34.2557896,-110.013003
FLAG,860,STATION,5700 S. PULLIAM DRIVE,FLAGSTAFF,AZ,86001,35.1437313,-111.678978
OGDN,861,STATION,750 NORTH FRANKLIN PARKWAY,NORTH SALT LAKE,UT,84054,40.8567001,-111.9170366
CVRD,862,SUBSTATION,3850 WEST CHERRY CREEK ROAD,CAMP VERDE,AZ,86322,34.6067426,-111.9221266
PRES,863,STATION,2980 CENTERPOINTE EAST DR,PRESCOTT,AZ,86301,34.63061976,-112.4106356
KING,864,STATION,2549 OATMAN ROAD,GOLDEN VALLEY,AZ,86413,35.1378361,-114.1103135
GLND,865,STATION,1095 SOUTH 4800 WEST,SALT LAKE CITY,UT,84104,40.747472,-112.0048561
WVCT,866,STATION,1455 SOUTH 5500 WEST,SALT LAKE CITY,UT,84104,40.73926664,-112.0220984
WPHO,867,STATION,801 S. 75TH AVE,PHOENIX,AZ,85043,33.445671,-112.221065
GDRS,869,STATION,890 S 143RD AVE,GOODYEAR,AZ,85338,33.4137761,-112.3663375
ALBQ,871,STATION,8000 DAYTONA ROAD,ALBUQUERQUE,NM,87121,35.087929,-106.737781
GDNC,872,STATION,890 S 143RD AVE,GOODYEAR,AZ,85338,33.4137761,-112.3663375
GDYR,873,STATION,890 S 143RD AVE,GOODYEAR,AZ,85338,33.4137761,-112.3663375
FARM,874,STATION,3000 PEPSI WAY,AZTEC,NM,87410,36.80890945,-108.0046486
SAFE,875,STATION,4700 HART ROAD,SANTA FE,NM,87507,35.627964,-106.073659
WVNC,877,STATION,1455 SOUTH 5500 WEST,SALT LAKE CITY,UT,84104,40.73926664,-112.0220984
WSPO,878,SUBSTATION,16621 E. EUCLID AVE,SPOKANE VALLEY,WA,99216,47.68384933,-117.18387
WELP,879,STATION,750 INDUSTRIAL ROAD,SANTA TERESA,NM,88008,31.8486536,-106.7120385
SSJO,880,SUBSTATION,1605 INDUSTRIAL AVE,SAN JOSE,CA,95112,37.3734851,-121.9015836
MODE,881,STATION,1215 E WHITMORE AVE,MODESTO,CA,95358,37.5949353,-120.9929068
ROSW,882,STATION,419 E. BRASHER ROAD,ROSWELL,NM,88203,33.35103288,-104.5228825
SHWO,883,STATION,13115 SW TUALATIN SHERWOOD RD,SHERWOOD,OR,97140,45.369034,-122.8419081
CSBD,885,STATION,903-F AIRPORT AVENUE,CARLSBAD,NM,88220,32.35564712,-104.2373582
NLRS,890,STATION,5265 N SLOAN LANE,LAS VEGAS,NV,89115,36.2586466,-115.043424
LASV,891,STATION,470 E. BRUNER AVE,HENDERSON,NV,89044,35.970164,-115.159117
NLSV,892,STATION,5265 N SLOAN LANE,LAS VEGAS,NV,89115,36.2586466,-115.043424
WDVR,893,SUBSTATION,1130 INDUSTRIAL WAY,WEST WENDOVER,NV,89883,40.733148,-114.064476
WNMC,894,SUBSTATION,980 WEST RAILROAD,WINNEMUCCA,NV,89445,40.9633172,-117.7382643
RENO,895,STATION,12501 MUSTANG ROAD,SPARKS,NV,89434,39.5150993,-119.6216623
KTNC,896,ANNEX,22114 76TH AVE SOUTH,KENT,WA,98032,47.4034192,-122.2379767
NPRD,897,STATION,751 NE COLUMBIA BLVD,PORTLAND,OR,97211,45.58016991,-122.6576631
ELKO,898,STATION,3225 RUBY VISTA DRIVE,ELKO,NV,89801,40.8615075,-115.7427652
LOSA,901,STATION,2600 EAST 28TH STREET,LOS ANGELES,CA,90058,34.01197817,-118.226717
COMM,902,STATION,5560 FERGUSON DRIVE,LOS ANGELES,CA,90022,34.01017769,-118.1531476
CRSX,904,ANNEX,18049 S WILMINGTON AVE,CARSON,CA,90746,33.86708136,-118.2356808
CRSN,905,STATION,1725 CHARLES WILLARD STREET,CARSON,CA,90746,33.86434157,-118.2362598
SFSP,906,STATION,11688 GREENSTONE AVENUE,SANTA FE SPRINGS,CA,90670,33.9254895,-118.0579883
CATI,907,NFS,1 AIRPORT ROAD,AVALON,CA,90704,33.4019831,-118.4147357
DBRS,909,STATION,21971 INDUSTRY WAY,CITY OF INDUSTRY,CA,91789,34.0188654,-117.8240113
ARCI,910,STATION,12369 LOWER AZUSA ROAD,ARCADIA,CA,91006,34.08819306,-118.0017532
BURB,915,STATION,12500 BRANFORD STREET,PACOIMA,CA,91331,34.2464407,-118.4022557
CHNL,916,HUB LOCAL,15020 FLIGHT AVENUE,CHINO,CA,91710,33.9759722,-117.6191943
CHIN,917,HUB,15020 FLIGHT AVENUE,CHINO,CA,91710,33.9759722,-117.6191943
IDSY,918,STATION,200 OLD RANCH ROAD,CITY OF INDUSTRY,CA,91789,34.0197139,-117.8360882
OCEA,919,STATION,1402 AVENIDA DEL ORO,OCEANSIDE,CA,92056,33.2059613,-117.2894538
OTAY,920,STATION,10132 Airway Road,SAN DIEGO,CA,92154,32.56026298,-116.9355733
